,OTU,Taxonomy,#SampleID,GROUP,Value
10153,ASV10154,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL13,KLT,12
10154,ASV10155,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL14,KRN,11
10155,ASV10156,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL15,KRN,1
10156,ASV10157,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL16,KRN,199
10157,ASV10158,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL17,KLT,486
10158,ASV10159,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL18,KRN,1
10159,ASV10160,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL19,KRN,29
10160,ASV10161,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL2,KLT,97
10161,ASV10162,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL20,KLT,44
10162,ASV10163,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL21,KRN,86
10163,ASV10164,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL22,KLT,194
10164,ASV10165,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL23,KRN,1456
10165,ASV10166,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL24,KLT,27
10166,ASV10167,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL25,KRN,2
10167,ASV10168,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL27,KRN,7
10168,ASV10169,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL28,KLT,3
10169,ASV10170,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL29,KLT,1
10170,ASV10171,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL3,KLT,1
10171,ASV10172,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL30,KLT,0
10172,ASV10173,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL31,KLT,1
10173,ASV10174,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL32,KRN,1
10174,ASV10175,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL33,KLT,88
10175,ASV10176,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL34,KRN,57
10176,ASV10177,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL35,KRN,10
10177,ASV10178,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL36,KRN,7
10178,ASV10179,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL37,KLT,22
10179,ASV10180,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL38,KLT,2
10180,ASV10181,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL39,KLT,22
10181,ASV10182,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL4,KLT,249
10182,ASV10183,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL40,KLT,3
10183,ASV10184,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL41,KRN,0
10184,ASV10185,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL42,KLT,21
10185,ASV10186,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL43,KLT,0
10186,ASV10187,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL44,KRN,2
10187,ASV10188,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL45,KRN,0
10188,ASV10189,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL46,KRN,16
10189,ASV10190,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL47,KRN,13
10190,ASV10191,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL48,KLT,10
10191,ASV10192,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL49,KLT,0
10192,ASV10193,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL5,KLT,0
10193,ASV10194,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL50,KLT,8
10194,ASV10195,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL51,KRN,2
10195,ASV10196,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL52,KLT,13
10196,ASV10197,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL53,KRN,6
10197,ASV10198,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL54,KLT,23
10198,ASV10199,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL55,KRN,1
10199,ASV10200,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL56,KLT,75
10200,ASV10201,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL57,KLT,9
10201,ASV10202,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL58,KRN,22
10202,ASV10203,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL59,KRN,4
10203,ASV10204,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL6,KRN,53
10204,ASV10205,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL7,KRN,6
10205,ASV10206,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL8,KRN,7
10206,ASV10207,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;?,SMPL9,KLT,5
10207,ASV10208,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL0,KLT,0
10208,ASV10209,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL1,KRN,0
10209,ASV10210,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL10,KRN,0
10210,ASV10211,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL11,KLT,0
10211,ASV10212,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL12,KRN,0
10212,ASV10213,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL13,KLT,0
10213,ASV10214,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL14,KRN,0
10214,ASV10215,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL15,KRN,0
10215,ASV10216,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL16,KRN,0
10216,ASV10217,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL17,KLT,0
10217,ASV10218,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL18,KRN,0
10218,ASV10219,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL19,KRN,13
10219,ASV10220,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL2,KLT,0
10220,ASV10221,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL20,KLT,0
10221,ASV10222,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL21,KRN,0
10222,ASV10223,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL22,KLT,0
10223,ASV10224,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL23,KRN,0
10224,ASV10225,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL24,KLT,0
10225,ASV10226,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL25,KRN,0
10226,ASV10227,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL27,KRN,0
10227,ASV10228,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL28,KLT,0
10228,ASV10229,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL29,KLT,0
10229,ASV10230,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL3,KLT,0
10230,ASV10231,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL30,KLT,0
10231,ASV10232,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL31,KLT,0
10232,ASV10233,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL32,KRN,0
10233,ASV10234,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL33,KLT,0
10234,ASV10235,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL34,KRN,0
10235,ASV10236,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL35,KRN,0
10236,ASV10237,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL36,KRN,0
10237,ASV10238,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL37,KLT,0
10238,ASV10239,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL38,KLT,0
10239,ASV10240,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL39,KLT,0
10240,ASV10241,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL4,KLT,0
10241,ASV10242,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL40,KLT,0
10242,ASV10243,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL41,KRN,0
10243,ASV10244,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL42,KLT,0
10244,ASV10245,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL43,KLT,0
10245,ASV10246,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL44,KRN,0
10246,ASV10247,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL45,KRN,0
10247,ASV10248,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL46,KRN,0
10248,ASV10249,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL47,KRN,0
10249,ASV10250,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL48,KLT,0
10250,ASV10251,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL49,KLT,0
10251,ASV10252,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL5,KLT,0
10252,ASV10253,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL50,KLT,0
10253,ASV10254,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL51,KRN,0
10254,ASV10255,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL52,KLT,0
10255,ASV10256,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL53,KRN,0
10256,ASV10257,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL54,KLT,0
10257,ASV10258,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL55,KRN,0
10258,ASV10259,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL56,KLT,0
10259,ASV10260,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL57,KLT,0
10260,ASV10261,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL58,KRN,0
10261,ASV10262,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL59,KRN,0
10262,ASV10263,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL6,KRN,0
10263,ASV10264,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL7,KRN,0
10264,ASV10265,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL8,KRN,0
10265,ASV10266,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes,SMPL9,KLT,0
10266,ASV10267,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL0,KLT,0
10267,ASV10268,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL1,KRN,0
10268,ASV10269,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL10,KRN,0
10269,ASV10270,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL11,KLT,0
10270,ASV10271,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL12,KRN,0
10271,ASV10272,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL13,KLT,0
10272,ASV10273,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL14,KRN,0
10273,ASV10274,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL15,KRN,0
10274,ASV10275,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL16,KRN,0
10275,ASV10276,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL17,KLT,0
10276,ASV10277,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL18,KRN,1
10277,ASV10278,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL19,KRN,0
10278,ASV10279,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL2,KLT,0
10279,ASV10280,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL20,KLT,0
10280,ASV10281,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL21,KRN,0
10281,ASV10282,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL22,KLT,4
10282,ASV10283,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL23,KRN,0
10283,ASV10284,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL24,KLT,0
10284,ASV10285,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL25,KRN,0
10285,ASV10286,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL27,KRN,0
10286,ASV10287,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL28,KLT,0
10287,ASV10288,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL29,KLT,0
10288,ASV10289,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL3,KLT,0
10289,ASV10290,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL30,KLT,0
10290,ASV10291,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL31,KLT,0
10291,ASV10292,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL32,KRN,0
10292,ASV10293,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL33,KLT,0
10293,ASV10294,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL34,KRN,5
10294,ASV10295,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL35,KRN,0
10295,ASV10296,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL36,KRN,0
10296,ASV10297,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL37,KLT,1
10297,ASV10298,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL38,KLT,0
10298,ASV10299,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL39,KLT,0
10299,ASV10300,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL4,KLT,0
10300,ASV10301,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL40,KLT,0
10301,ASV10302,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL41,KRN,0
10302,ASV10303,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL42,KLT,0
10303,ASV10304,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL43,KLT,0
10304,ASV10305,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL44,KRN,0
10305,ASV10306,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL45,KRN,0
10306,ASV10307,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL46,KRN,6
10307,ASV10308,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL47,KRN,0
10308,ASV10309,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL48,KLT,0
10309,ASV10310,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL49,KLT,0
10310,ASV10311,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL5,KLT,0
10311,ASV10312,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL50,KLT,0
10312,ASV10313,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL51,KRN,0
10313,ASV10314,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL52,KLT,0
10314,ASV10315,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL53,KRN,0
10315,ASV10316,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL54,KLT,0
10316,ASV10317,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL55,KRN,0
10317,ASV10318,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL56,KLT,4
10318,ASV10319,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL57,KLT,0
10319,ASV10320,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL58,KRN,0
10320,ASV10321,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL59,KRN,0
10321,ASV10322,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL6,KRN,0
10322,ASV10323,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL7,KRN,1
10323,ASV10324,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL8,KRN,0
10324,ASV10325,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium,SMPL9,KLT,0
10325,ASV10326,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL0,KLT,0
10326,ASV10327,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL1,KRN,0
10327,ASV10328,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL10,KRN,0
10328,ASV10329,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL11,KLT,0
10329,ASV10330,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL12,KRN,0
10330,ASV10331,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL13,KLT,12
10331,ASV10332,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL14,KRN,0
10332,ASV10333,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL15,KRN,1
10333,ASV10334,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL16,KRN,0
10334,ASV10335,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL17,KLT,0
10335,ASV10336,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL18,KRN,0
10336,ASV10337,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL19,KRN,0
10337,ASV10338,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL2,KLT,2
10338,ASV10339,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL20,KLT,0
10339,ASV10340,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL21,KRN,0
10340,ASV10341,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL22,KLT,9
10341,ASV10342,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL23,KRN,0
10342,ASV10343,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL24,KLT,0
10343,ASV10344,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL25,KRN,0
10344,ASV10345,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL27,KRN,0
10345,ASV10346,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL28,KLT,3
10346,ASV10347,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL29,KLT,0
10347,ASV10348,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL3,KLT,0
10348,ASV10349,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL30,KLT,0
10349,ASV10350,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL31,KLT,0
10350,ASV10351,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL32,KRN,0
10351,ASV10352,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL33,KLT,0
10352,ASV10353,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL34,KRN,2
10353,ASV10354,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL35,KRN,0
10354,ASV10355,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL36,KRN,1
10355,ASV10356,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL37,KLT,0
10356,ASV10357,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL38,KLT,0
10357,ASV10358,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL39,KLT,0
10358,ASV10359,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL4,KLT,1
10359,ASV10360,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL40,KLT,0
10360,ASV10361,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL41,KRN,0
10361,ASV10362,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL42,KLT,2
10362,ASV10363,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL43,KLT,0
10363,ASV10364,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL44,KRN,0
10364,ASV10365,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL45,KRN,0
10365,ASV10366,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL46,KRN,0
10366,ASV10367,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,SMPL47,KRN,0
