Family	SMPL0	SMPL1	SMPL10	SMPL11	SMPL12	SMPL13	SMPL14	SMPL15	SMPL16	SMPL17	SMPL18	SMPL19	SMPL2	SMPL20	SMPL21	SMPL22	SMPL23	SMPL24	SMPL25	SMPL26	SMPL27	SMPL28	SMPL29	SMPL3	SMPL30	SMPL31	SMPL32	SMPL33	SMPL34	SMPL35	SMPL36	SMPL37	SMPL38	SMPL39	SMPL4	SMPL40	SMPL41	SMPL42	SMPL43	SMPL44	SMPL45	SMPL46	SMPL47	SMPL48	SMPL49	SMPL5	SMPL50	SMPL51	SMPL52	SMPL53	SMPL54	SMPL55	SMPL56	SMPL57	SMPL58	SMPL59	SMPL6	SMPL7	SMPL8	SMPL9
Bacteria;Chloroflexi;Gitt-GS-136;uncultured Caldilineaceae bacterium;?	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;JG30-KF-AS9	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;SHA-26;?;?	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;TK10;bacterium Ellin6519;?	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Chloroflexi;TK10;bacterium Ellin6543;?	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;?	0	0	2	2	11	0	0	1	55	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	3	0	0	1
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;?	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	115	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;Clostridium sp. CAG:306	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	0	126	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0
Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;gut metagenome	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
Bacteria;Desulfobacterota;?;?;?	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;?	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Desulfobacterota;Desulfovibrionia;?;?	0	0	0	65	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	8	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae	20	250	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	71	16	0	0	272	52	108	184	0	341	0	0	0	88	0	0	0	829	94	0	8	0	0	0	20	5	0	115	0	0	3	285	1	10	0	0	149	13
Bacteria;Firmicutes;?;?;?	9	10	6220	726	0	42	15	37625	146	194	96	215	401	26	243	788	16	222	1	660	398	19734	6790	7363	0	6643	1	1395	1481	0	20427	1	55	4	329	5	0	30	9	0	4	2	8977	5067	1	26	0	3	17	8	1968	0	18	5	9	62	13	585	6	5
Bacteria;Firmicutes;Bacilli;?;?	2794	280	132	6	3	1858	47	30	137	3148	511	56	413	415	2866	674	37	10503	598	881	253	2149	2	1134	20	31	6	2285	784	306	269	229	487	414	1588	0	0	317	64	72	63	41016	352	647	74	473	1478	9	6143	5613	3549	0	1052	307	2739	1311	2140	71	537	19
Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3525	0	0	0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;?	0	3	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	1	0	0	1	0	0	0	13	3	6	10	3	45	3	0	0	3	0	7	0	4	0	0	0	0	0	0	0	2	0	0	0	4	0	37	25	1	0	145	0	0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae	78	75	0	0	3	39	72	191	7	0	13	0	1629	0	490	500	0	1	3	1060	900	1812	6	94	0	17	0	14211	3304	41	303	156	1638	40	11	40	1	1	1767	28	107	628	86	8579	408	55	116	6108	17	244	568	1954	13051	31	160	462	7	62	9	397
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae	1768	731	0	0	1135	531	3	405	2608	0	22	0	99	0	9	0	0	0	0	0	22899	89	208	0	3	4730	41	27691	1206	15	5390	15753	1394	1293	24	234	1	71	4064	158	16	48	7	1	7287	11	129	22	73	936	89	172	123	42	156	130	21	726	6	222
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;?	31	4	2	0	7	185	9	43	130	4033	0	450	220	50	436	293	147	4156	10	3	218	61	0	7	0	18	47	11	27	33	96	781	4	0	1633	14	0	241	8	25	323	48	0	79	78	0	10	3	6	268	344	18	19	159	39	182	361	21	27	50
Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae	0	0	0	0	0	0	0	0	307	1	0	4	2	0	0	7	0	22	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	2	1
Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae	0	0	28	0	3	24	11	2	199	486	2	42	99	44	86	207	1456	27	2	23	7	6	1	1	0	1	1	88	64	10	8	23	2	22	250	3	0	23	0	2	0	22	13	10	0	0	9	2	13	10	24	1	82	9	22	4	58	22	7	5
Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae	0	0	24	0	57	3562	11	500	819	23235	27	4362	64	19649	36	28191	754	24457	5881	1876	0	1084	0	34	0	2	6	3713	5046	81	6257	1	0	4	9745	0	0	12002	0	0	43	38000	24	143	1246	2	1306	4	1334	22	493	0	4479	62	27	149	2816	3142	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae	49	0	38	6	135	106	529	22501	233	11840	33	4716	726	892	134	20389	465	11642	293	1077	9	6553	293	476	1	13818	0	731	3731	2	7667	50	43959	548	9250	28	0	5858	5903	6	2676	1301	349	10298	9277	73	3523	14	232	10	6023	52290	31248	24	1215	20	3054	57	53	96
Bacteria;Firmicutes;Bacilli;Lactobacillales;Listeriaceae	0	0	0	1	0	1	1	0	70	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae	59	129	305	3	8	348	96	51	190	754	25	157	22867	8038	11414	2050	7	24278	16	388	3521	223	7	989	0	40	2	714	5783	788	223	269	17	862	10284	0	3	92	91	38	28	67	56	13	8313	64	272	83	395	615	968	42	492	915	1680	1185	447	0	94	71
Bacteria;Firmicutes;Bacilli;RF39;?	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	12	0	0	0	0	1	0	0	0	0	0	0	227	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	125
Bacteria;Firmicutes;Bacilli;RF39;gut metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0
Bacteria;Firmicutes;Bacilli;RF39;uncultured prokaryote	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Bacilli;Staphylococcales;Gemellaceae	0	0	4	1783	2	3	4	0	5	17	0	1	10	14	38	15	0	25	0	1	3	0	0	0	0	0	22	32	0	2	2	3	5	16	91	60	0	7	3	29	0	6	6	0	0	0	2	0	0	3	4	1	3	2	4	0	1	0	1	2
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae	0	1	0	702	0	0	0	1	18	0	0	16	0	0	0	0	1	21	0	0	8	1	0	0	0	1	4	3	0	2	0	0	0	4	45	0	0	10	3	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	2	0
Bacteria;Firmicutes;Clostridia;?;?	6170	3470	2	12010	2637	1239	700	22320	1476	68	4543	118	11122	0	73	1000	0	56	13447	37635	3268	12212	5569	14195	134	449	571	258	417	10141	262	277	3802	317	10783	956	3	11073	3711	2537	9194	35652	12122	128	9083	15791	3701	6227	17605	7115	11218	5	6057	5521	28382	5792	17674	824	5018	27469
Bacteria;Firmicutes;Clostridia;Christensenellales;?	0	6	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	4	0	17	0	0	9	4	2	2	63	0	0	5	0	0	0	0	0	0	3	28	0	0	0	2	0	0	0	0	5	0	0	0	19	0	4	0	0	0	76
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae	47	1889	0	0	0	0	0	219	281	0	143	0	0	0	0	0	0	0	1	0	200	90	123	204	0	66	1063	3	1049	4	72	101	383	0	0	1	0	2	7839	384	3661	0	133	1	120	10	0	1351	4	15	0	0	0	149	1	405	0	247	32	1118
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;?	0	88	0	0	0	0	0	1	317	0	0	0	0	0	0	0	0	0	0	0	196	0	23	172	0	0	311	0	585	0	0	0	166	0	0	0	0	0	2434	40	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	234	0	0	128	62
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;gut metagenome	56	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	99	0	0	0	200
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Clostridiales bacterium	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	119	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured Ruminococcaceae bacterium	2	8	0	0	0	0	0	2	27	0	0	0	0	0	0	0	0	0	0	0	3	0	153	82	0	0	17	0	0	0	0	0	13	0	0	0	0	0	0	270	0	0	38	0	0	0	0	0	0	12	0	0	0	0	0	78	0	0	0	40
Bacteria;Firmicutes;Clostridia;Clostridia UCG-014;uncultured rumen bacterium	1	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;?	1	2	0	5	0	0	0	1	84	0	143	0	0	0	0	0	0	0	0	1	13	2	29	0	0	7	52	0	0	1	1	2	41	4	0	0	0	0	654	74	81	0	0	0	7	0	0	1	0	1	0	0	0	11	0	6	0	0	1	29
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridia vadinBB60 group;uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;?	0	1	0	0	0	0	0	0	0	0	0	0	11	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae	186	6135	0	50	12	0	84	270	499	44	34	0	1619	2	17389	17	5	3994	420	1	383	2	183	289	0	108	22	3	798	691	198	117	3	342	186	0	0	470	100	1519	2211	2	1648	9438	5	127	132	3	6	112	6647	27	21	142	4226	1394	17757	2	110	42
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae	153	4829	1	26029	93	179	255	15531	5976	293	5397	512	30	59	107	227	4	24	2572	3210	727	7276	1715	3316	0	4636	4119	240	5707	1	18	1597	969	104	286	573	29	27	12290	16	14899	64	5953	3160	83	9833	14183	190	340	4706	215	223	19	945	1808	4118	24	1	7237	20265
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae	838	9	0	1	2	1498	721	8	0	0	45	2	951	0	43	0	1	4	0	1	1246	127	4	32	0	134	107	0	96	666	549	0	809	14	0	1352	1	2	2915	3	944	0	5	1	4	98	1380	468	2	91	2	0	1	0	6	7	3	1807	36	1213
Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae	134	48	0	0	13	186	506	244	2	3	44	0	131	0	60	8	0	0	0	36	8	95	16	238	0	14	10	2	11	15	41	2	10	9	2	16	0	112	8	10	58	0	11	41	9	72	9	7	46	28	38	6	24	6	56	14	124	107	20	287
Bacteria;Firmicutes;Clostridia;Eubacteriales;Anaerofustaceae	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	3	1	0	0	4	0	0	0	0	0	0	4	1	7	0	0	0	1	0	0	0	0	7	0	0	0	4	0	2	0	4	0	0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae	0	0	0	0	0	0	2	0	1	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	139	0	0	0	0	0	0	22	51	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Lachnospirales;?	5	1	0	2	1	0	1677	26	103	610	9	0	55	0	7	0	0	0	0	3	0	15	5	53	0	8	14	6	4	2	5	9	1	0	0	6834	0	0	44	211	2	9	1	4	9	13	324	38	616	110	1222	0	2	7	6	1	319	0	468	1802
Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	42	0	16	0	0	0	2	0	1	0	37	13	10	0	0	0	0	0	10	8	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	7	2
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae	50107	44740	51	4104	132	97695	32650	24436	8724	122	18172	67	9227	622	46318	1425	2	1717	1101	20991	35308	22164	28549	45956	160	24003	13251	82170	34455	31106	14191	71810	17886	31827	1590	7139	15	21880	24838	15578	36273	1248	41716	35856	38791	28921	16602	17569	46866	33152	31061	3232	52141	22323	35191	35371	48395	20026	75595	48899
Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae	3	0	0	208	0	0	0	37	17	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	5	0	0	0	1	1	0	27	0	0	0	0	0	61	19	3	0	3	7	4	0	0	0	1	0	0	0	0	12	0	77	0	0	0	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;?	46	1	0	0	0	40	0	16	26	0	20	0	0	0	0	0	0	0	0	0	10	0	22	5	0	777	37	6	35	35	0	13	27	0	0	1	0	0	247	3	45	0	10	0	4	19	1	4	0	4	1	0	0	28	0	40	0	2	5	50
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae	380	582	0	106	1	937	0	383	155	2	399	0	185	0	43	0	0	0	0	0	1130	694	386	889	0	1134	214	93	281	1288	1073	523	543	865	0	61	0	817	306	382	1078	0	1500	102	1246	710	58	307	2	180	429	12	0	342	852	842	0	531	1257	449
Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	71	3	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	3
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae	2168	3770	0	818	0	313	59	2854	3058	1	10406	0	172	0	635	0	0	2	0	0	9631	1912	1653	1293	0	4025	5786	160	8365	1124	3380	776	6612	80	0	1471	1	2053	5726	7986	3908	0	742	388	4625	6392	379	2246	5	1101	1073	399	127	13500	425	1177	0	2953	1396	4260
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae	59552	32932	0	9425	362	68457	91027	15314	22069	983	17256	2817	37050	279	3884	2904	0	285	36163	41564	15346	64680	69839	39325	86	28298	25018	9806	18085	30824	32716	20584	32039	7836	154	37334	58	97025	15442	56701	26382	5	33044	38805	15712	21840	38675	38859	22924	49398	48367	25766	34608	30545	36022	31285	6839	28572	27492	46113
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-010	0	4	0	0	0	0	0	5	107	0	4	0	0	0	0	0	0	0	0	0	11	0	121	2	0	0	33	0	11	0	2	0	124	0	0	0	0	0	245	0	387	0	0	0	24	0	0	26	1	1	0	0	0	14	0	131	0	0	3	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;UCG-011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Clostridium] methylpentosum group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	2	0	7	0	0	0	0	0	0	0	4	1	0	0	0	0	7	0	0	0	0	0	0	0	2	0	4	0	0	0	0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium] coprostanoligenes group	1	958	0	620	0	0	35	4480	673	0	597	0	0	0	0	0	0	0	0	1	932	0	354	1192	0	7193	461	1	2092	1110	190	654	1981	2	0	415	1	4	3361	1064	1398	0	201	0	5892	129	0	1226	5	752	1001	0	0	818	1	535	0	367	321	463
Bacteria;Firmicutes;Clostridia;Peptococcales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
Bacteria;Firmicutes;Clostridia;Peptococcales;Peptococcaceae	1	17	0	0	0	0	0	14	0	0	43	0	0	0	0	0	0	0	0	0	118	0	10	0	0	495	0	0	3	0	0	0	78	0	0	0	0	0	192	0	5	0	40	0	171	0	0	157	0	0	0	0	0	9	0	11	0	0	1	18
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;?	86	8	0	2	21	0	0	188	0	4	61	0	73	0	0	5	0	0	24	47	0	24	9	188	0	0	0	0	0	16	0	0	9	0	106	3	0	0	4	3	8	52	4	0	4	267	0	5	16	0	19	0	3	6	30	0	8	0	0	146
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae	118	16	0	0	0	0	2	85	382	0	73	0	4	0	1	0	0	0	0	0	280	11	57	159	0	142	559	252	541	52	34	185	150	0	0	329	0	0	408	146	459	0	50	0	138	0	14	61	0	46	5	0	3	129	3	89	0	8	67	31
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Family XI	0	0	0	2902	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	23	0	0	0	10	37	0	0	101	0	22	1	603	4	0	0	7	0	0	9	0	0	0	2	0	0	1	0	6	0	1	2	0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae	744	0	0	242	4	0	357	3393	0	0	11	0	9733	1	0	0	0	147	0	2	222	29	77	643	1	71	40	13	42	102	3	2150	33	26	253	139	1	9	412	2724	8289	0	1263	1220	0	27	43	1	1	1324	4351	2	3	232	7786	1020	5385	1	161	28
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;?	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae	166	16	0	0	28	163	0	87	0	0	12	0	24	0	77	3	0	0	0	19	16	6	1	136	0	3	0	9	9	1	0	11	0	3	0	0	0	0	7	0	18	0	1	7	4	74	0	5	15	4	7	4	16	0	5	5	22	16	38	89
Bacteria;Firmicutes;Incertae Sedis;DTU014;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;?;?	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;Acidaminococcaceae	0	5	0	188	0	0	0	0	45	0	0	0	0	0	0	0	0	0	1334	0	0	0	2237	0	4	0	372	94	156	0	1178	76	682	0	0	1489	0	0	0	31	113	0	0	2	232	0	0	516	1	1613	3733	0	0	283	0	1043	0	1851	4197	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	1	0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae	91	20	0	0	0	7	365	19	0	0	21	0	137	0	4	0	0	0	0	17	2	3	3	125	0	12	2	0	3	2	1	0	0	1	0	4	0	0	0	3	11	0	11	0	2	99	0	14	1	2	27	3	39	1	22	2	15	16	6	26
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;?	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	6
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae	49	46	0	0	19	88	101	64	176	1	15	0	13	0	10	115	0	0	7272	3	1743	6	3	87	2	1	4	4	14	2	32	6	0	92140	0	23	0	29	5	2	8	0	4	16	4	32	5	1	7	3580	5	0	33	1	1	9	76	28	12	37
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae	106	198	0	3674	379	168	11402	410	6392	1	22	0	538	0	87	5	5	59	31448	0	9	0	0	675	67	7416	1	0	16	6	83	0	45	24636	2	30	0	31	20	426	1871	0	2	1333	2678	22	990	0	3	9	31	380	63	162	24	11	1238	1	6	90
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae	0	3	0	50	0	0	19	1	16	0	0	0	9	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	7	0	4	0	7	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	1	1	0
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
